,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Nsubs,R,lambd
292,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,778.8128,342.76
293,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,778.8128,342.76
294,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,526.7735,344.99
295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,526.7735,344.99
296,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,733.782,350.32
297,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,733.782,350.32
298,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,576.8431,347.88
299,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,576.8431,347.88
300,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,713.8371,342.08
301,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,713.8371,342.08
302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,533.6324,348.53
